headline,label
@cococourtney i was just listening to the sweets for the first time in forever! i miss them so much can we go to chi town for visits plz?,-1
"Geez what a busy afternoon. Meetings, emails, meetings and email and more meetings. 6pm and the day is still going! Ah its dark and",-1
"DANG!!! ANOTHER SPRING BREAK!!! HOW COOL IS THAT??? TOO BAD I HAVE TO WORK ALL WEEK OH WELL, MORE MONEY FOR A PHONE. ttyl EVERBODY!!!",-1
@Sara_Kate Im afraid too ( ur reply about uni from ages ago,-1
feeling down,-1
@CarVin1 lol they are some emotional ass men!! Omg all this late night eating.. Both of us are broke,-1
"@nick_carter Aww Nick!! I like your hair longer, why did you cut it off? Break. My. Heart.",-1
wonder if Jon lost the net,-1
Wow. The most depressing thing in the world is losing a video that you've created in a matter of seconds. #FML,-1
@nchokkan https://www.mycomicshop.com/search?TID=395031 But all says not in stock,-1
@Poohpot lmao im sorry poohpot i ate it all!,-1
Any chance Softbelly (for @MTUB) isn't loud?,-1
Time to move my posterior and lose some fat. My articulation are creaking so no more running but Iï¿½m drool for some swimming,-1
listening to nathan cry....,-1
today sucked. I'm gonna die without chris and callum! wahhh!,-1
"STOU site not update, no info about 2/2552 exam, and open course, I must wait for mail notices and doc. um...",-1
@ohsbrat30...I'm sorry. I'm feeling kinda yucky myself. 5am is going to come too quick,-1
is in love with scrappy and is missin him already,-1
wants to hear @seblefebvre 's song but myspace is messing with me,-1
Bad news was Dad has cancer and is dying Good news new business started and I am now a life coach practising holistic weight management,-1
@duchess_rebecca Man... intervention is soo sad,-1
HELP! I need a new boyfriend... I'm stuck in a rut,-1
I feel like a complete idiot. I'm the only one who doesn't get how this shit works help me,-1
Saw an ad on Craigslist for a casting call for a female host on G4. I was totally psyched! But realized it was a hoax,-1
Pepperoni rolls in L.A.?: I called Valentino's - they said that they had sausage rolls but no pepperoni rolls http://tinyurl.com/cec5ka,-1
"@soillodge yes, it will be. it's only Monday",-1
i want the new GG episode already,-1
I miss watching Rocko's Modern Life.,-1
RIP Sandra....its so sad how can someone do something like that??,-1
Keeping my fingers crossed for my buddy He is not feeling well.,-1
Wait should I eat?? Or be skinny for vegas!! I'm hungry!,-1
"@Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me, I'm not sure...",-1
"@benackerman BTW my iPhone is acting funny, dying quickly and freezing and BS. I'm not admitting anything, just sayin",-1
Sitting here wondering why &quot;ED&quot; still has such a strong hold on me,-1
@bananaface IM SORRY I GOT YOU SICK. lol. going to bed too. NIGHT!,-1
"@carolrainbow no Internet at home, have to drive into Ox to use Internet because of builders!",-1
@Steve_Buscemi the weather in Canada is freezing,-1
twiggassssssss I been out of range all day I'm back now and hopefully for good.,-1
@danadearmond,-1
anyone who reads this pray for my Grandma. She's in pain,-1
"#3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.",-1
"Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could. Jenny lost her shoe.",-1
@johnnybeane hey! you just changed your default.,-1
Finally gave in and was bored enough to start this thing. I think the 140 is going to be a problem for me tho. its like a myspace status.,-1
"@ellievolia If oooonly we were really so lucky, eh? And awh Definitely too early for work.",-1
buttload of homework!,-1
needs another copy of visual studio 2008,-1
"why to we, the only school in the world, be in this week.My school is silly anyway... look on the bright side. When i'm off, u will be in",-1
omg i've an economics test. and i dont know all the things i have to know and omg im gonna fail,-1
"@robcthegeek Once upon a time Hundred Islands was the pride of Philippine tourism, but coral/clam/rare fish poaching did it in. Kinda sad",-1
"@Henkuyinepu yeah, apparently i have really bad taste",-1
@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube. I have to call them tomorrow and figure it all out.,-1
Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?! I just want to sleep..,-1
i left my IDs at the location and now i can not go out to bars FUCKKKKKKKKKKKKK,-1
@celycarmo i'm sorry I don't understand your last comment,-1
@OfficialRandL when is the announcement? i stayed up late last night,-1
"@KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock What do I do now???",-1
ITS NOT ENOUGH TO SAY THAT IMISS U,-1
This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS,-1
"@RandomlyNat Jeez, I was just trying to help Haha.",-1
@SupaMagg that happened to me saturday night. along with my glittery green lighter!,-1
trying to reduce the number of cigarettes in each day!,-1
yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to,-1
gotta do my cooking assignment its too hard,-1
"@treesahquiche okay, about the applepears, I've talked to a few people and they've ALL had them before. No one ever told me, never",-1
"@jennifermf I know! I'm a night owl by nature, hahaha Am I a time zone behind you? It's almost 1 here",-1
@mamasvan lol - nope! but i did have complete #camerafail,-1
@maxime68 @megelder But! I'm useless if I don't sleep It's not fair! I want all the fun as well!!!,-1
My Pookie has a UTI. I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!,-1
@jillianfish tweet something damn it! and hang out with me please?,-1
@anistorm,-1
"I'm SO behind in video games, and everything for that matter. I'm yesterday's news",-1
"@sleep_til_noon I did, it was the only one left but I got tempted and ate it soon as I got home I had a chocolate velvet &amp; ate d mocha",-1
Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!!,-1
http://twitpic.com/2y34e - I wanna wear my Doc Martens out! Haven't worn them since December.,-1
When to the shoe repair shop and the guy could not find my shoes! So I have to go back and see if he can find them in a couple days.,-1
@B_Barnett I did not really see that coming,-1
"just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on.",-1
it'll take 3 days for my sister to get her passport,-1
@nicolerichie OH MY YES!! i miss,-1
Uh oh... I think I am getting sick,-1
Good GOD they ruined my belly button!!!,-1
Watching Who Framed Roger Rabbit. Makes me miss Toon Town.,-1
"@akianz renting.. but very cheap renting, and awesome house. We had 3 buying attempts fall through",-1
running nose + spinning head = not a good combination for a meeting!,-1
@EazyDoesIt87 NEGATIVE.. you lost my vote of confidence,-1
Nasty budget due and my iphone is being sent to Apple today.,-1
@Sofii_Noel thatï¿½s bad,-1
"Dammit, episode 3 of Kings won't play for some reason stopped in the middle now won't do anything",-1
I'm so upset that I missed my chat and quiz online because my free internet has ceased,-1
can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!!,-1
Car show season has started without me,-1
my throat is raw.,-1
@KevChoice I just don't get it. What in a persons mind could even have them on some ish like this??? My prayers are with her fam for real,-1
@frago I hate you. I didn't need to see that. I need to call my therapist now.,-1
Twilight didn't come yesterday fingers crossed for today,-1
@NileLegania glad I was able help you feel better. I hate to see you sick Love you!,-1
is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for,-1
"You know, I was thinking... I need money",-1
omg..its jst teusday,-1
@ddlovato @David_Henrie ummmmm i cant find it.,-1
Just heard that they found Sandra Cantu... She was only 8 yrs old,-1
@corrosivecandy Ive forgotten how to snoo-snoo I wonder if snoo-snoo and I will ever meet again...,-1
@AmaNorris wow that last tweet made me seem like a giant sexist...sorry about that,-1
"My bathtub drain is fired: it haz 1 job 2 do, &amp; it iz FAIL. I got all Drano on its ass, &amp; iz STILL NOT DRAINING. I wanna shower, dangit!!",-1
stuck at home,-1
@nomadicmatt mine is 1/10 how do you get it up?,-1
Duckling in famous children's book stolen from Boston's Public Garden - The Boston Globe http://tinyurl.com/dc2htx via @ShareThis OH NO!!,-1
"@Appomattox_News Thank you! However, I hate to be on the same list that includes 2 convicts.",-1
"Heading to Altrincham, again! Out of hours install",-1
MORNING!!! Good im bloody knackered!!! Work is not for me today HELPPP!!!! xxx,-1
@jeffreecuntstar I don't have a garage. But you can park in my driveway!,-1
@lauredhel What happened?,-1
"&quot;On popular music&quot; by T.W.Adorno is probably the most difficult reading ever prescribed, I'm actually struggling to continue",-1
"http://twitpic.com/2y36e - cant see the flowers falling i dont have a camera, just my cellphone",-1
"We've been good. I'm not liking the snow right now, was getting used to the nice Spring-like weather. How about you?",-1
@brian_armstrong What a pity YouTube is currently blocked in China. I can't see the vids.,-1
@margaretcho what happened to your show it was the hightlight of my life,-1
This is the best leather sofa in the world! It's in the office though which means I'm still here working,-1
Still 3 more days until my Internet gets uncapped,-1
"If he doesn't get better in a few days, he could have something lodged in his belly",-1
i Love my atekinzz so much. &amp;&amp; i soo miss her..,-1
I wanna sneak into the zoo and play with the kitties,-1
@lolitariot oh no hope you're not getting sick too!,-1
@alejandralei i dont think i can cause its my cousins birthday party,-1
"Our sweet little man just fell asleep while waiting up for daddy and big brother to get home! Poor baby, he missed them so much today!",-1
the angel is going to miss the athlete this weekend,-1
trust is hard,-1
have watched that considering today. yaknow. shawnna tomomorrow;i need my bestfriend,-1
Grr i want to keep reading but if i do i wont have anything left to read,-1
"atekinzz, where in the world are you??",-1
@RumLover No! u supposed to be my date,-1
"pears &amp; Brie, bottle of Cabernet, and &quot;Win a Date With Tad Hamilton&quot;... oh gawwd my life flashed forward to when I'm 40 with my 75 cats",-1
Crap. I need more dresses too.,-1
@kaeeeep yeah! i know! it was horrible!!!! ugh. saddening.,-1
@Brodhe geez ur no fun are you,-1
I wanna be in a punk rock band again,-1
@jyesmith That's a lot of angst for a Tuesday afternoon,-1
I'm very glad Britney isn't crazy anymore! That was one hell of a show! Now I'm sad that it's over. Next up...AP at Cook County!,-1
has a huuuge headache! omg I feel like crap!,-1
@Anistorm Sorry,-1
@cleders sorry...i was rooting for them too...,-1
"Man, that took forever.",-1
@shandasaurus I see.,-1
I am listing more items on ebay to sell! Takes forever..meanwhile Coleman is watching The Hills season premier without me..,-1
"Just got my presentation done, 23 slides done... I'm crying for this week will be the hardest of all weeks.",-1
Just lost $160,-1
I don't like the previously on skins thing that starts at season two. I like it when it went straight into the intro like before,-1
@Houndour ...i wish i was there...i'm pretty good at scaring the shit out of people,-1
Going to sound vain... but running out of my fav lip gloss,-1
"@stuiy never again will I click on a link that screams, &quot;I'm a spider, I'm a spider&quot;. I should have known better. yucky",-1
Why is that when you have time off from work you get sick?,-1
@pratama Same iMac came out $320 more in Indonesia than the States.,-1
Dammit... I need to stop buying furniture,-1
@Miss_Sil no i was half asleep and turned off the laptop after that,-1
"Death is peaceful, life however, bites",-1
i think @JonathanRKnight lost the net ? sure hope not,-1
"http://is.gd/r8Zf, http://is.gd/r8Zy, and http://is.gd/r8ZG - test footage with my girlfriend (in HD) The dark one is underxposed",-1
Such a tough game to watch tonight for State Finally going to bed after also staying up to watch the season premiere of the Hills!,-1
Seems jRuby support for hpricot is now two versions behind,-1
@JinxCat Unlike my sister...I still don't have one,-1
Fraking app store is pissing me off http://tinyurl.com/c4ooho,-1
Logging out. I need to study....,-1
anyone else having problems accessing TTB??? I cant get on!!!,-1
I strongly dislike people who make stupid comments and dont know the whole story,-1
"@emmaketurah i'm sorry Emma, is swarley a goldfish? i'm sad for u.",-1
"All my tweets are already gone, aren't they Missed you guys tonight.",-1
Can't sleep again. Face is kinda swollen. Don't let me be allergic to the thing that'll get me to Thursday. School tomorrow? Doubtful.,-1
"@Snick_the_Dog If Izzy's on the cat tree, she'll stare him down, but if she's on the floor, he chases and she runs.",-1
I am officially banning godaddy.com from my comp. My head hurts from the small print AND I wasted $10 that could've happily gone to Boba,-1
@HumanOpium pretty much just scary for me,-1
@ilovepie mines too... I'm finding it well hard to get fit...,-1
"Good morning! Ready 2 go, but I want 2 go back 2 bed",-1
hates waiting for mails,-1
wheat bread from the dollar store just doesn't toast nicely going over my taxes and calling it an early night,-1
"Why Kutner? I mean I knew something was going to happen to someone but it was so sad. I &lt;3 House and it was well done, but I'm still sad",-1
@JonathanRKnight aw ok goonite....,-1
ill so i cant go to the cinema!!,-1
Fell asleep . . . Really didn't mean too *christina*,-1
"@KelleyRowe hey, you remember that time we used to be friends?? ;) ugh. vomit. sick. i need sleep",-1
my lymph nodes are as massive as rahm emanuel's balls right now,-1
Oh no my computer sucks. I don't think i'll be able to listen to the Xbox 360 Fancast tonite,-1
is missing playing my trumpet,-1
My throat is still really sore. I was meant to be going on a 5 day camp from Friday but not so sure now,-1
@sasii I know exactly how you feel!,-1
At work,-1
Well bed time now. 1 am. *sighs* Back to 6 am mornings for a week on Wednesday.,-1
@hert Jesus Camp? Yeah...,-1
"@MaryBethune oh no! with everything that happened today, i forgot we were going dress shopping for the opera tomorrow.",-1
Turtles are better than my Mac - lasts longer and moves faster,-1
I am soaked. This is not pleasant,-1
@ginayates Sorry to hear about Maggie. Thoughts to your mum.,-1
"@ewarden, you may have to email this one to me I hope you feel better.",-1
@miamiiboii dead @ yu gettin on wen im leavin,-1
@arlenecd PLEASE TELL ME THAT'S SOMEWHERE CLOSE TO CALIFORNIA!!! LOL!,-1
@phlaimeaux where are you?,-1
stupid arranged marriages... i'll convert so you can marry me...love you!,-1
"@emilyruppe Well he said that he is a looser, and that is what the show implies",-1
Poor Sandra Cantu &amp; the Cantu family! My prayers go out to them! What a sick world we live in. She was only 8,-1
fuck omg austins always there though man &lt;3 love you,-1
@nicolerichie I cried so hard when Matthew died,-1
sad that the 'feet' of my macbook just fell off : sad that the 'feet' of my macbook just fell off,-1
@chordsy - why am I the last to find out about these things? Like that you're on the twitter too.,-1
@lovebscott absolutely not!!,-1
http://twitpic.com/2y3cf - Filled with curry the true indian in me is coming out,-1
im soooo cold right now,-1
@heidimontag lol I kant believe cam got beat upp sooo embarasssiiiin,-1
@JonathanRKnight Good Knight hun! Looking forward to ur tweets again! Hate that i keep missing out on the fun cuz of the time difference,-1
Tumblr: This is exactly how it feels wearing a ï¿½tieï¿½ http://tinyurl.com/c8bvqh,-1
@daniela_95616 hahaa!! i just realized &quot;impune&quot; definitely isnt the word i wanted... dang. i'm so unclever.,-1
watching old videos of dance team and such... makes me miss it,-1
"I'm not fucking his ass, I'm just asserting my dominance.",-1
